,mol1,mol2,dmc_type,dmc_Jas,tau,ene,err,units,TotTimeSim[au],Pop,Pop-err,Var[au],tau_eff[au],corr-time[au],machine,N_MPI,cost,target_weight,ID,tau[au]
706,Pyridine,Pyridine,DMCdla5,Jopt,0.04,-51813.5028333169,0.0486429874766973,kcal/mol,1220.0,63943.47573553719,1.091760260423629,1.255483074817444,0.03879582157294522,0.36879097549975887,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.90536426,64000.0,48,0.04
707,Pyridine,Pyridine,DMCdla5,Jopt,0.03,-51813.4847149776,0.0528945251386942,kcal/mol,1065.0,63961.313939600754,0.9892600441306038,1.2569443459056897,0.029374507997888606,0.3936609794840966,linuxpc-intel-slurm-parallel.peta4,192.0,1.9774754714285718,64000.0,48,0.03
708,Pyridine,Pyridine,DMCdla5,Jopt,0.02,-51813.4565646036,0.0570749370688681,kcal/mol,1010.0,63952.75524,0.8486840947871611,1.250693032919079,0.01975480606071987,0.4122925438255704,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.9039429900000001,64000.0,48,0.02
709,Pyridine,Pyridine,DMCdla5,Jopt,0.05,-51813.7547973708,0.0470905225517927,kcal/mol,1275.0,63931.90173913044,1.1663936360157143,1.2155501404024747,0.048011324545257604,0.35822673461136434,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.7037729520000002,64000.0,48,0.05
710,Pyridine,Pyridine,DMCdla5,Jopt,0.16,-51821.6256160471,0.0539099834013912,kcal/mol,1136.0,63823.063947704984,2.063424636964042,1.203844604267727,0.13582557872235845,0.41899597292081375,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.7246413857142855,64000.0,48,0.16
711,Pyridine,Pyridine,DMCdla5,Jopt,0.10,-51816.4801068234,0.0488284458858766,kcal/mol,1050.0,63889.04846153846,1.76671195281371,1.2050319406892918,0.09095205394731146,0.37517137695166736,linuxpc-intel-slurm-parallel.peta4,160.0,2.3910857900000004,64000.0,48,0.1
712,Benzene,Pyridine,DMCdla5,Jopt,0.08,-49533.0057927896,0.0474522865999772,kcal/mol,1208.0,63934.261569282135,1.524612947155459,1.1442698180470905,0.07465837654205283,0.39241833220051975,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.7408391599999997,64000.0,49,0.08
713,Benzene,Pyridine,DMCdla5,Jopt,0.06,-49532.2173058207,0.0465717069121783,kcal/mol,1230.0,63931.57438646535,1.3123693401468628,1.1333252332757493,0.05716261934633114,0.4035949966706883,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.7013702750000004,64000.0,49,0.06
714,Benzene,Pyridine,DMCdla5,Jopt,0.01,-49532.4143761294,0.0541141985307842,kcal/mol,1005.0,63995.372,0.6110866449869078,1.1898191663533924,0.009954708237956142,0.391514082354336,linuxpc-intel-slurm-parallel.peta4,640.0,0.6647740650000001,64000.0,49,0.01
715,Benzene,Pyridine,DMCdla5,Jopt,0.13,-49536.12875923,0.0468932414192644,kcal/mol,1313.0,63866.58435598124,1.7376772987844042,1.1028499165983752,0.11491160731083948,0.43728455121004994,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.7221822500000001,64000.0,49,0.13
716,Benzene,Pyridine,DMCdla5,Jopt,0.25,-49545.7139998344,0.0628554824677852,kcal/mol,1275.0,63732.576877470354,2.555957388166849,1.1181476039675922,0.19304257663909535,0.6212893258501468,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.72405674,64000.0,49,0.25
717,Benzene,Pyridine,DMCdla5,Jopt,0.003,-49533.0156550107,0.0478438663489089,kcal/mol,1201.5,63990.56858089565,0.2963335788799222,1.1916129030022167,0.002997430114302292,0.3791212730542756,linuxpc-intel-slurm-parallel.peta4-knl,640.0,3.7400030655172416,64000.0,49,0.003
718,Benzene,Pyridine,DMCdla5,Jopt,0.2,-49541.7289262841,0.0590001925936139,kcal/mol,1100.0,63799.956146788994,2.3658851525566957,1.0965980705416931,0.16343104793159857,0.5396236907880987,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.7313641199999998,64000.0,49,0.2
719,Benzene,Pyridine,DMCdla5,Jopt,0.3,-49549.7142434468,0.0471229073742698,kcal/mol,1650.0,63697.399012074646,2.4045446136968645,1.1490859203733397,0.21889994999678208,0.5787951935991572,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.7095502400000002,64000.0,49,0.3
720,Benzene,Pyridine,DMCdla5,Jopt,0.04,-49531.9594234788,0.0489682767192193,kcal/mol,1220.0,63962.784595041325,1.0806400842628567,1.1203996482147702,0.03885847070506331,0.4237626398443864,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.9131713666666665,64000.0,49,0.04
721,Benzene,Pyridine,DMCdla5,Jopt,0.03,-49531.7810476032,0.0558207926725948,kcal/mol,1065.0,63952.95123130296,1.0276869138200553,1.1673953566409874,0.02940849011363375,0.43226253962658073,linuxpc-intel-slurm-parallel.peta4,192.0,1.9600484771428572,64000.0,49,0.03
722,Benzene,Pyridine,DMCdla5,Jopt,0.02,-49532.1242845541,0.0521529124473439,kcal/mol,1010.0,63968.26294,0.8246780949742344,1.1835225488155072,0.019768813466733967,0.40944767854905934,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.9078606160000003,64000.0,49,0.02
723,Benzene,Pyridine,DMCdla5,Jopt,0.05,-49532.0060142009,0.0547343861787689,kcal/mol,1275.0,63941.31766798419,1.16632739910917,1.1736396033821175,0.04811106080544019,0.4462496077859567,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.7252084720000003,64000.0,49,0.05
724,Benzene,Pyridine,DMCdla5,Jopt,0.16,-49538.5197808013,0.0542095005399584,kcal/mol,1136.0,63836.02870541424,2.121384733737912,1.1292866545290492,0.13677485047669494,0.45480164776914783,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.7218705857142858,64000.0,49,0.16
725,Benzene,Pyridine,DMCdla5,Jopt,0.10,-49534.1741660886,0.0585666437671389,kcal/mol,1050.0,63923.71875,1.7410471892592985,1.1051732432209438,0.09134950665825303,0.43993878131012976,linuxpc-intel-slurm-parallel.peta4,64.0,5.778045789999999,64000.0,49,0.1
726,Benzene,Ethyne,DMCdla5,Jopt,0.08,-31449.6671819508,0.0411606433344273,kcal/mol,1208.0,63973.49515859766,1.2647301470454844,0.6805577026984359,0.07497155519177846,0.47376521565028606,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.92146562,64000.0,50,0.08
727,Benzene,Ethyne,DMCdla5,Jopt,0.06,-31449.3396724301,0.0412900667165882,kcal/mol,1230.0,63977.012147740126,1.0657800411975697,0.6877304873237651,0.057337212278026344,0.4728446925075339,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.93762805,64000.0,50,0.06
728,Benzene,Ethyne,DMCdla5,Jopt,0.01,-31449.924135122,0.0419971636122385,kcal/mol,1005.0,63983.87713567839,0.5194976569660092,0.7058454551807389,0.009958111439257015,0.4570042306049142,linuxpc-intel-slurm-parallel.peta4,160.0,1.2396152000000003,64000.0,50,0.01
729,Benzene,Ethyne,DMCdla5,Jopt,0.13,-31451.1802094537,0.0388054042685034,kcal/mol,1313.0,63944.74997505737,1.4971165626276481,0.6772622564123351,0.11571837282032556,0.4644877750966276,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,2.22257777,64000.0,50,0.13
730,Benzene,Ethyne,DMCdla5,Jopt,0.25,-31456.2543896374,0.0381442093218045,kcal/mol,1275.0,63837.12312252964,2.082158997800931,0.6357323316856348,0.19562022364869644,0.5753433469546411,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.8891324399999999,64000.0,50,0.25
731,Benzene,Ethyne,DMCdla5,Jopt,0.003,-31450.2473552353,0.0401394821411833,kcal/mol,1201.5,63997.44737464939,0.25513760511888817,0.7031497303190944,0.002997633646937195,0.4153923266620484,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9161554740740743,64000.0,50,0.003
732,Benzene,Ethyne,DMCdla5,Jopt,0.2,-31454.152718044,0.0417511013835508,kcal/mol,1100.0,63887.61467889908,1.9621702121061244,0.6590681142211015,0.16519521573399557,0.5386797190659819,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9069468,64000.0,50,0.2
733,Benzene,Ethyne,DMCdla5,Jopt,0.3,-31458.5096020896,0.0400865809792252,kcal/mol,1650.0,63809.695755579945,1.9870010665132092,0.6319278872188312,0.2223574643074866,0.6260831507237288,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9171185599999999,64000.0,50,0.3
734,Benzene,Ethyne,DMCdla5,Jopt,0.04,-31449.2855553445,0.0367911388332747,kcal/mol,1220.0,63982.35788429752,0.9208121865948588,0.6854679981398374,0.038933156030872544,0.4235541490873939,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.48365681999999993,64000.0,50,0.04
735,Benzene,Ethyne,DMCdla5,Jopt,0.03,-31449.3046370847,0.0364495850234732,kcal/mol,1215.0,63983.01429069362,0.7776280767016774,0.6721767974183801,0.029448729470780765,0.42494423564933287,linuxpc-intel-slurm-parallel.peta4,160.0,1.2083741850000005,64000.0,50,0.03
736,Benzene,Ethyne,DMCdla5,Jopt,0.02,-31449.518485431,0.0410867549248203,kcal/mol,1010.0,63990.22354,0.710083603367832,0.690811839527413,0.019785264178127874,0.4601373880252735,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.47311717400000003,64000.0,50,0.02
737,Benzene,Ethyne,DMCdla5,Jopt,0.05,-31449.2443204298,0.0429244000659975,kcal/mol,1275.0,63975.05849802372,0.98462183576409,0.6727991982760885,0.04823073128436821,0.4316373293230811,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.8980622159999999,64000.0,50,0.05
738,Benzene,Ethyne,DMCdla5,Jopt,0.16,-31452.3435181485,0.0425090334559678,kcal/mol,1136.0,63903.79423049595,1.8657983361588202,0.690237926389405,0.1379596086432568,0.49250280880522646,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9102191714285714,64000.0,50,0.16
739,Benzene,Ethyne,DMCdla5,Jopt,0.10,-31450.153378699,0.0476134252722614,kcal/mol,1050.0,63952.54394230769,1.4993347673298076,0.6799595214180478,0.09183597506603358,0.5138291417636337,linuxpc-intel-slurm-parallel.peta4,160.0,1.1955398100000003,64000.0,50,0.1
740,Ethyne,Ethyne,DMCdla5,Jopt,0.08,-15647.5056024356,0.0260116453659848,kcal/mol,1208.0,63981.21402337229,1.01076579398283,0.28952797883167963,0.07517328699205615,0.4262137270584313,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.24527217333333337,64000.0,51,0.08
741,Ethyne,Ethyne,DMCdla5,Jopt,0.06,-15647.3145254238,0.0213069005038607,kcal/mol,1230.0,63981.62523975803,0.824606185795527,0.2890262693957653,0.057445149239584006,0.41868962507225194,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.25377745000000007,64000.0,51,0.06
742,Ethyne,Ethyne,DMCdla5,Jopt,0.01,-15647.50922353,0.025572604958587,kcal/mol,1005.0,63996.99231155779,0.38033083114219524,0.2923222144241392,0.009959852768071705,0.3469300469453192,linuxpc-intel-slurm-parallel.peta4,160.0,0.32053096899999994,64000.0,51,0.01
743,Ethyne,Ethyne,DMCdla5,Jopt,0.13,-15648.2585058878,0.0260227143618162,kcal/mol,1313.0,63950.92846453158,1.162894243146324,0.26983285417002534,0.11627482164978024,0.47797134371692684,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.24506612,64000.0,51,0.13
744,Ethyne,Ethyne,DMCdla5,Jopt,0.25,-15650.8616884443,0.033009768482696,kcal/mol,1275.0,63881.16442687747,1.7127345875832154,0.28700957645926106,0.19762370738427099,0.5930140713202405,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.24397726000000003,64000.0,51,0.25
745,Ethyne,Ethyne,DMCdla5,Jopt,0.003,-15647.7049971225,0.0268858468056837,kcal/mol,1201.5,63992.43380853346,0.1977022449649484,0.3035612372866986,0.0029977306830682084,0.44538811980691184,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.13339028774999998,64000.0,51,0.003
746,Ethyne,Ethyne,DMCdla5,Jopt,0.2,-15649.7283756681,0.0292466562910903,kcal/mol,1100.0,63923.37981651376,1.602712614349616,0.2790297579979902,0.16651022944576602,0.5198276382612427,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.24382090000000003,64000.0,51,0.2
747,Ethyne,Ethyne,DMCdla5,Jopt,0.3,-15651.9686570322,0.0279164676158767,kcal/mol,1650.0,63871.6818514453,1.6150903020715548,0.27286040269404127,0.2251641369354838,0.7065756970464325,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.24846439999999997,64000.0,51,0.3
748,Ethyne,Ethyne,DMCdla5,Jopt,0.04,-15647.3161523164,0.026011296059278,kcal/mol,1220.0,63989.29137190083,0.6958106786115489,0.294840409685177,0.03897696624010336,0.4033655087259052,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.13516514999999998,64000.0,51,0.04
749,Ethyne,Ethyne,DMCdla5,Jopt,0.03,-15647.31767663,0.0242475336277307,kcal/mol,1215.0,63978.73724045212,0.5807954760129546,0.2939077910191388,0.02947145642476334,0.38373943964260143,linuxpc-intel-slurm-parallel.peta4,160.0,0.32434340249999993,64000.0,51,0.03
750,Ethyne,Ethyne,DMCdla5,Jopt,0.02,-15647.3903647448,0.0281486120202525,kcal/mol,1010.0,63981.16834,0.5486805673979975,0.29539163823727077,0.019794192455175826,0.3953865975267062,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.13257894,64000.0,51,0.02
751,Ethyne,Ethyne,DMCdla5,Jopt,0.05,-15647.2357982497,0.0266242564445076,kcal/mol,1275.0,63985.43529644269,0.7432700400326372,0.2928139610183629,0.04830286158909684,0.4173813012107891,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.24567037999999988,64000.0,51,0.05
752,Ethyne,Ethyne,DMCdla5,Jopt,0.16,-15648.9096060538,0.0325249877859581,kcal/mol,1136.0,63937.438681256215,1.4149976009972614,0.2923759915391139,0.13880711717007507,0.6463773868255213,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.6149826571428572,64000.0,51,0.16
753,Ethyne,Ethyne,DMCdla5,Jopt,0.10,-15647.8010508054,0.0288095448227316,kcal/mol,1050.0,63976.49538461539,1.1279482626731825,0.28451665131674475,0.09215901107072647,0.43516833833344304,linuxpc-intel-slurm-parallel.peta4,160.0,0.32628737999999996,64000.0,51,0.1
754,Benzene,AcOH,DMCdla5,Jopt,0.08,-52358.0866540698,0.0482211786054187,kcal/mol,1208.0,63933.17949916528,1.4952118080605072,1.2973308730960647,0.07359099038898304,0.38392215010292324,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1850306866666667,64000.0,52,0.08
755,Benzene,AcOH,DMCdla5,Jopt,0.06,-52356.1824603746,0.0507380626261555,kcal/mol,1230.0,63968.4539418679,1.3306992915992837,1.357252711595565,0.05655031549180433,0.40363040351943574,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,1.249738965,64000.0,52,0.06
756,Benzene,AcOH,DMCdla5,Jopt,0.01,-52354.8284057159,0.0682332568619629,kcal/mol,1005.0,63989.28393969849,0.6209946635339478,1.4009750758276263,0.009941337644988257,0.3796356132032737,linuxpc-intel-slurm-parallel.peta4,160.0,1.5796779846153843,64000.0,52,0.01
757,Benzene,AcOH,DMCdla5,Jopt,0.13,-52363.9568429756,0.0482896630892084,kcal/mol,1313.0,63861.95739798463,1.8124255619706262,1.2895907317200497,0.11232589377606324,0.39051094564105865,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.16672761,64000.0,52,0.13
758,Benzene,AcOH,DMCdla5,Jopt,0.25,-52381.1376131974,0.0579129016753699,kcal/mol,1275.0,63669.33794466403,2.444392528180243,1.2761952472656168,0.18565500602029752,0.5210860206094529,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.16588524,64000.0,52,0.25
759,Benzene,AcOH,DMCdla5,Jopt,0.003,-52355.4436913419,0.0572222741686614,kcal/mol,1021.5,63986.89915649858,0.3313172261367292,1.383529521944726,0.0029966045919511465,0.33804002437846775,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.169200363414634,64000.0,52,0.003
760,Benzene,AcOH,DMCdla5,Jopt,0.2,-52373.7512502063,0.0601288906535557,kcal/mol,1100.0,63764.27192660551,2.4176482564012134,1.3427590340338804,0.15815371524908534,0.4891244930984259,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1649581833333333,64000.0,52,0.2
761,Benzene,AcOH,DMCdla5,Jopt,0.3,-52388.4835864096,0.0527735968412742,kcal/mol,1650.0,63596.44603000366,2.7337323126769717,1.2900161132262649,0.20936883821240346,0.6450777929900073,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1544087666666667,64000.0,52,0.3
762,Benzene,AcOH,DMCdla5,Jopt,0.04,-52355.0411847337,0.0519461255311021,kcal/mol,1220.0,63966.54459504132,1.1218353829759575,1.3341014596587835,0.03858735990394425,0.3886557837364982,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.6366868933333333,64000.0,52,0.04
763,Benzene,AcOH,DMCdla5,Jopt,0.03,-52354.7971420704,0.0489404286529027,kcal/mol,1215.0,63979.85662002689,0.9383121459896293,1.3323726055797733,0.029259438706275922,0.35494958123498044,linuxpc-intel-slurm-parallel.peta4,160.0,1.5725317649999997,64000.0,52,0.03
764,Benzene,AcOH,DMCdla5,Jopt,0.02,-52354.6761996743,0.0556227472804153,kcal/mol,1010.0,63979.64046,0.8561290817159868,1.3381209624641208,0.019706276652983218,0.35763471027871285,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.6352871640000001,64000.0,52,0.02
765,Benzene,AcOH,DMCdla5,Jopt,0.05,-52355.5680600906,0.0516310577694781,kcal/mol,1275.0,63960.381343873516,1.2184779846710565,1.3349975597487331,0.047684696342604804,0.387884067352973,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1683090319999998,64000.0,52,0.05
766,Benzene,AcOH,DMCdla5,Jopt,0.16,-52368.0561571795,0.0602204651870635,kcal/mol,1136.0,63805.91985220975,2.236431070870102,1.3184490121481176,0.1330919133946043,0.5111117975899998,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1567472,64000.0,52,0.16
767,Benzene,AcOH,DMCdla5,Jopt,0.10,-52360.1875195512,0.0620733687475646,kcal/mol,1050.0,63923.06990384615,1.7326842744140851,1.3295977369524552,0.08973148244297792,0.39266910479703543,linuxpc-intel-slurm-parallel.peta4,160.0,1.5711996599999998,64000.0,52,0.1
768,Benzene,AcNH2,DMCdla5,Jopt,0.08,-48921.2946013029,0.0461498708677863,kcal/mol,1208.0,63938.82190317196,1.4458039429182215,1.1363884824215487,0.07401629933397015,0.358886203317938,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1722365,64000.0,53,0.08
769,Benzene,AcNH2,DMCdla5,Jopt,0.06,-48919.9213891972,0.0460742036813923,kcal/mol,1230.0,63969.2534303841,1.29778173127065,1.1639634847981173,0.05679453405730501,0.34932275521407047,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,1.2729198250000002,64000.0,53,0.06
770,Benzene,AcNH2,DMCdla5,Jopt,0.01,-48918.9721395515,0.0422176690315384,kcal/mol,1005.0,63988.13683417085,0.5518693317893235,1.181266740968353,0.009946711419744103,0.3306499372165216,linuxpc-intel-slurm-parallel.peta4,320.0,0.8241243739999998,64000.0,53,0.01
771,Benzene,AcNH2,DMCdla5,Jopt,0.13,-48926.0341011105,0.0420084432448487,kcal/mol,1313.0,63891.448268981345,1.798873845874719,1.1260683608590325,0.11335293274175216,0.4513329892286913,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.17972984,64000.0,53,0.13
772,Benzene,AcNH2,DMCdla5,Jopt,0.25,-48939.9575800983,0.0634738475058909,kcal/mol,1275.0,63738.87391304348,2.425725877264371,1.1407999716602133,0.18855679674563555,0.6380571221141569,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.17134224,64000.0,53,0.25
773,Benzene,AcNH2,DMCdla5,Jopt,0.003,-48919.4287952951,0.0498172629650638,kcal/mol,1021.5,63996.52728033076,0.3290342446320254,1.1926299747440137,0.0029969375657183817,0.3507846103573058,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.174325174137931,64000.0,53,0.003
774,Benzene,AcNH2,DMCdla5,Jopt,0.2,-48934.0443381574,0.0580201250657453,kcal/mol,1100.0,63809.47834862385,2.3289020412010126,1.1004779221112064,0.1602379580131203,0.49842439995106735,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.17509974,64000.0,53,0.2
775,Benzene,AcNH2,DMCdla5,Jopt,0.3,-48946.0449848565,0.0469280895362115,kcal/mol,1650.0,63686.19904866447,2.4831716347845374,1.1298876446269315,0.2130946721374908,0.6341435172522384,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1764637833333333,64000.0,53,0.3
776,Benzene,AcNH2,DMCdla5,Jopt,0.04,-48919.0011380246,0.0480800337601483,kcal/mol,1220.0,63973.34856198347,1.060194227685361,1.1798187349326752,0.03869559828281042,0.3694343177471397,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.8318850566666667,64000.0,53,0.04
777,Benzene,AcNH2,DMCdla5,Jopt,0.03,-48918.7441332116,0.0462312058929233,kcal/mol,1215.0,63990.51787581536,0.8998340504955693,1.1672544611945688,0.029318957956246085,0.3381014191654741,linuxpc-intel-slurm-parallel.peta4,160.0,1.5970281624999996,64000.0,53,0.03
778,Benzene,AcNH2,DMCdla5,Jopt,0.02,-48918.7586198256,0.0503105037887843,kcal/mol,1010.0,63973.20248,0.8067057973771248,1.180246819941656,0.019731306074778018,0.32833647927002496,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.6450345519999999,64000.0,53,0.02
779,Benzene,AcNH2,DMCdla5,Jopt,0.05,-48919.3725960404,0.0460732180269361,kcal/mol,1275.0,63961.47833992095,1.1233799410589052,1.1828429580220161,0.047854865508251875,0.3771642053173724,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.174772264,64000.0,53,0.05
780,Benzene,AcNH2,DMCdla5,Jopt,0.16,-48929.2810957427,0.0594389120999768,kcal/mol,1136.0,63848.3178911468,2.068768439320626,1.1341112749572722,0.13455147961324718,0.4916283446803648,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.1737494714285714,64000.0,53,0.16
781,Benzene,AcNH2,DMCdla5,Jopt,0.10,-48923.0179067872,0.0500119286504964,kcal/mol,1050.0,63932.17865384615,1.688092133876744,1.132385730369554,0.09037530035407923,0.37745452477595787,linuxpc-intel-slurm-parallel.peta4,160.0,1.60552883,64000.0,53,0.1
782,Benzene,Water,DMCdla5,Jopt,0.08,-34428.4282090839,0.040297443271872,kcal/mol,1208.0,63939.35792988314,1.2679848973787002,0.7886661367972667,0.0740490374900415,0.371851996178337,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7214997466666666,64000.0,54,0.08
783,Benzene,Water,DMCdla5,Jopt,0.06,-34427.3590009543,0.0438426368149694,kcal/mol,1230.0,63959.55176314366,1.167165064530898,0.8056535716921842,0.056810200574125225,0.4053314349639042,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.762920425,64000.0,54,0.06
784,Benzene,Water,DMCdla5,Jopt,0.01,-34426.5809284419,0.0452415014079579,kcal/mol,1005.0,64002.39347738693,0.506134021071744,0.7978484990361963,0.0099467781024926,0.3273102366592983,linuxpc-intel-slurm-parallel.peta4,160.0,0.9602177759999997,64000.0,54,0.01
785,Benzene,Water,DMCdla5,Jopt,0.13,-34431.9101228203,0.0378304599370827,kcal/mol,1313.0,63894.86501047591,1.5619430213273915,0.7626951814543947,0.11345970889200094,0.4194531795505029,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7298547400000001,64000.0,54,0.13
786,Benzene,Water,DMCdla5,Jopt,0.25,-34442.1543029917,0.0499890494637861,kcal/mol,1275.0,63765.74743083004,2.1786642017319107,0.786138471630893,0.18902132171613556,0.6132307024066987,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7235295166666666,64000.0,54,0.25
787,Benzene,Water,DMCdla5,Jopt,0.003,-34426.9163423696,0.0477945331102769,kcal/mol,1021.5,63985.815105912225,0.276133289781142,0.8330698455084471,0.0029969366209470177,0.32431996308676964,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7270092269230771,64000.0,54,0.003
788,Benzene,Water,DMCdla5,Jopt,0.2,-34437.7008449671,0.0417724008368169,kcal/mol,1100.0,63841.2752293578,2.056811718732617,0.7443674545210278,0.1605240405498945,0.4807255987180087,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7312723799999999,64000.0,54,0.2
789,Benzene,Water,DMCdla5,Jopt,0.3,-34446.5292160766,0.0433715766633238,kcal/mol,1650.0,63720.64928649835,2.236086426989073,0.7465253278342379,0.2137683494226163,0.6412259455419792,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.72989046,64000.0,54,0.3
790,Benzene,Water,DMCdla5,Jopt,0.04,-34426.6682471789,0.0413907534989175,kcal/mol,1220.0,63977.740661157026,0.9421384979238043,0.7677464870045538,0.03870098591231956,0.3722098331298495,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.40043238666666664,64000.0,54,0.04
791,Benzene,Water,DMCdla5,Jopt,0.03,-34426.4964145955,0.0397275425761145,kcal/mol,1215.0,63983.164318079966,0.8078068460886603,0.7990472023492743,0.029321448296642197,0.3448286642807022,linuxpc-intel-slurm-parallel.peta4,160.0,0.9646267174999997,64000.0,54,0.03
792,Benzene,Water,DMCdla5,Jopt,0.02,-34426.5977384357,0.0471523875900943,kcal/mol,1010.0,63978.04542,0.7426836927803268,0.8131938042347382,0.019732041480834926,0.3714294909436114,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.393377304,64000.0,54,0.02
793,Benzene,Water,DMCdla5,Jopt,0.05,-34426.9287366876,0.0393889243436638,kcal/mol,1275.0,63980.40438735178,0.9996909254404202,0.7824755016017386,0.04786471256100398,0.35382001572679206,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7262644480000002,64000.0,54,0.05
794,Benzene,Water,DMCdla5,Jopt,0.16,-34434.3055327457,0.0441227843557971,kcal/mol,1136.0,63865.667614040074,1.8223344234911116,0.7677737405897292,0.13472484901557957,0.4397959356406251,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7211229571428571,64000.0,54,0.16
795,Benzene,Water,DMCdla5,Jopt,0.10,-34429.812560682,0.0433528011759337,kcal/mol,1050.0,63946.682211538464,1.480280905736073,0.7686029779191011,0.09043230454120346,0.3898251810170612,linuxpc-intel-slurm-parallel.peta4,160.0,0.96391286,64000.0,54,0.1
796,Benzene,MeOH,DMCdla5,Jopt,0.08,-38733.3499100229,0.0435616305712483,kcal/mol,1208.0,63947.43232053422,1.3517226183982347,0.9273129893395379,0.07420114809317241,0.39530763912848743,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.8571355666666666,64000.0,55,0.08
797,Benzene,MeOH,DMCdla5,Jopt,0.06,-38732.2907118221,0.0439177111078737,kcal/mol,1230.0,63956.093099886886,1.2083828220081312,0.9229052039216686,0.05689787115153329,0.38114883967648816,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.93925602,64000.0,55,0.06
